Created Date,Closed Date,Location Type,Incident Zip,City,Borough,Latitude,Longitude
12/31/15 15:48,12/31/15 17:49,Street/Sidewalk,10472,BRONX,BRONX,40.83074231,-73.86704341
12/31/15 15:59,12/31/15 16:08,Residential Building/House,11223,BROOKLYN,BROOKLYN,40.60339194,-73.97954859
12/31/15 16:05,12/31/15 21:12,Residential Building/House,11421,WOODHAVEN,QUEENS,40.69199622,-73.86304334
12/31/15 16:13,12/31/15 19:32,Residential Building/House,10459,BRONX,BRONX,40.82176652,-73.895861
12/31/15 16:23,1/1/16 2:20,Residential Building/House,10468,BRONX,BRONX,40.86077363,-73.90793967
12/31/15 16:23,12/31/15 23:17,Residential Building/House,10039,NEW YORK,MANHATTAN,40.82986567,-73.93677836
12/31/15 16:26,12/31/15 23:54,Residential Building/House,11223,BROOKLYN,BROOKLYN,40.59553591,-73.9773329
12/31/15 16:26,12/31/15 17:48,Street/Sidewalk,10032,NEW YORK,MANHATTAN,40.83801955,-73.94070257
12/31/15 16:29,12/31/15 22:42,Residential Building/House,11420,SOUTH OZONE PARK,QUEENS,40.67042029,-73.81123175
12/31/15 16:34,12/31/15 23:24,Residential Building/House,11369,EAST ELMHURST,QUEENS,40.76378575,-73.87544738
12/31/15 16:41,12/31/15 19:13,Street/Sidewalk,10001,NEW YORK,MANHATTAN,40.74985425,-73.98793822
12/31/15 16:46,12/31/15 19:13,Street/Sidewalk,10001,NEW YORK,MANHATTAN,40.74985425,-73.98793822
12/31/15 16:49,1/1/16 2:20,Residential Building/House,10467,BRONX,BRONX,40.873454,-73.87818165
12/31/15 16:55,1/1/16 2:20,Residential Building/House,10458,BRONX,BRONX,40.87343021,-73.8844082
12/31/15 16:55,12/31/15 20:04,Store/Commercial,11225,BROOKLYN,BROOKLYN,40.66819672,-73.95276719
12/31/15 17:15,12/31/15 17:40,Residential Building/House,11208,BROOKLYN,BROOKLYN,40.66712295,-73.87756359
12/31/15 17:15,12/31/15 22:40,Residential Building/House,11205,BROOKLYN,BROOKLYN,40.69113738,-73.95955541
12/31/15 17:17,1/1/16 0:19,Residential Building/House,10460,BRONX,BRONX,40.84453717,-73.8794743
12/31/15 17:18,12/31/15 18:46,Residential Building/House,10453,BRONX,BRONX,40.84811513,-73.91520062
12/31/15 17:24,12/31/15 19:37,Residential Building/House,10035,NEW YORK,MANHATTAN,40.80760279,-73.94108006
12/31/15 17:24,12/31/15 20:25,Residential Building/House,10034,NEW YORK,MANHATTAN,40.86614786,-73.91907148
12/31/15 17:25,12/31/15 20:25,Residential Building/House,10034,NEW YORK,MANHATTAN,40.86614786,-73.91907148
12/31/15 17:27,1/1/16 1:10,Residential Building/House,10456,BRONX,BRONX,40.83471948,-73.91323012
12/31/15 17:28,12/31/15 23:21,Residential Building/House,10456,BRONX,BRONX,40.83471948,-73.91323012
12/31/15 17:32,1/1/16 1:10,Residential Building/House,10456,BRONX,BRONX,40.83484296,-73.91317937
12/31/15 17:33,1/1/16 1:10,Residential Building/House,10456,BRONX,BRONX,40.83484296,-73.91317937
12/31/15 17:42,12/31/15 18:17,Residential Building/House,10011,NEW YORK,MANHATTAN,40.73916956,-74.00116918
12/31/15 17:44,12/31/15 20:55,Residential Building/House,10466,BRONX,BRONX,40.89948323,-73.8449671
12/31/15 17:49,12/31/15 17:56,Residential Building/House,11226,BROOKLYN,BROOKLYN,40.64484179,-73.95377828
12/31/15 17:50,12/31/15 22:42,Residential Building/House,11420,SOUTH OZONE PARK,QUEENS,40.67042029,-73.81123175
12/31/15 17:50,12/31/15 23:18,Residential Building/House,10455,BRONX,BRONX,40.81204858,-73.91025045
12/31/15 17:56,12/31/15 22:14,Residential Building/House,10034,NEW YORK,MANHATTAN,40.86440268,-73.92376635
12/31/15 17:56,12/31/15 19:14,Residential Building/House,10458,BRONX,BRONX,40.85816685,-73.89583654
12/31/15 17:57,12/31/15 18:34,Street/Sidewalk,10032,NEW YORK,MANHATTAN,40.83856918,-73.94204647
12/31/15 17:57,12/31/15 19:58,Residential Building/House,11101,LONG ISLAND CITY,QUEENS,40.75775252,-73.94587075
12/31/15 18:09,12/31/15 23:24,Residential Building/House,11370,EAST ELMHURST,QUEENS,40.76306995,-73.88388137
12/31/15 18:12,12/31/15 19:02,Residential Building/House,11212,BROOKLYN,BROOKLYN,40.66249333,-73.9270068
12/31/15 18:14,12/31/15 19:16,Residential Building/House,10014,NEW YORK,MANHATTAN,40.73139915,-74.00218654
12/31/15 18:14,12/31/15 21:11,Residential Building/House,10310,STATEN ISLAND,STATEN ISLAND,40.64083889,-74.10879669
12/31/15 18:15,12/31/15 20:02,Street/Sidewalk,10032,NEW YORK,MANHATTAN,40.83865434,-73.9422018
12/31/15 18:19,12/31/15 20:37,Residential Building/House,10460,BRONX,BRONX,40.8356341,-73.88562668
12/31/15 18:30,12/31/15 20:00,Residential Building/House,11101,LONG ISLAND CITY,QUEENS,40.75775252,-73.94587075
12/31/15 18:36,12/31/15 21:11,Store/Commercial,11237,BROOKLYN,BROOKLYN,40.70031783,-73.92098586
12/31/15 18:38,12/31/15 20:04,Street/Sidewalk,11225,BROOKLYN,BROOKLYN,40.66314536,-73.9504567
12/31/15 18:41,12/31/15 21:02,Residential Building/House,11365,FRESH MEADOWS,QUEENS,40.73410221,-73.80492444
12/31/15 18:42,12/31/15 19:21,Residential Building/House,11226,BROOKLYN,BROOKLYN,40.65161718,-73.96514369
12/31/15 18:48,1/1/16 2:21,Store/Commercial,10467,BRONX,BRONX,40.87277286,-73.87774899
12/31/15 18:52,12/31/15 22:25,Residential Building/House,10457,BRONX,BRONX,40.85123191,-73.885242
12/31/15 18:54,12/31/15 18:58,Residential Building/House,11228,BROOKLYN,BROOKLYN,40.6083504,-74.0103291
12/31/15 18:55,12/31/15 19:23,Store/Commercial,11208,BROOKLYN,BROOKLYN,40.68662207,-73.86783918
12/31/15 18:55,12/31/15 20:00,Residential Building/House,11101,LONG ISLAND CITY,QUEENS,40.75775252,-73.94587075
12/31/15 18:57,12/31/15 21:03,Residential Building/House,10303,STATEN ISLAND,STATEN ISLAND,40.63837144,-74.16610759
12/31/15 19:05,12/31/15 21:36,Residential Building/House,10030,NEW YORK,MANHATTAN,40.8219682,-73.9457318
12/31/15 19:07,12/31/15 20:26,Residential Building/House,11249,BROOKLYN,BROOKLYN,40.70542068,-73.96665564
12/31/15 19:08,12/31/15 23:18,Residential Building/House,10025,NEW YORK,MANHATTAN,40.7921561,-73.97181268
12/31/15 19:10,12/31/15 19:16,Residential Building/House,11228,BROOKLYN,BROOKLYN,40.6083504,-74.0103291
12/31/15 19:15,12/31/15 23:01,Residential Building/House,10456,BRONX,BRONX,40.83103171,-73.90424441
12/31/15 19:16,12/31/15 20:36,Club/Bar/Restaurant,11216,BROOKLYN,BROOKLYN,40.67852184,-73.95102934
12/31/15 19:20,12/31/15 23:25,Residential Building/House,10452,BRONX,BRONX,40.84220908,-73.91228429
12/31/15 19:20,12/31/15 23:21,Residential Building/House,10456,BRONX,BRONX,40.83498836,-73.91309606
12/31/15 19:22,1/1/16 1:10,Residential Building/House,10456,BRONX,BRONX,40.83498836,-73.91309606
12/31/15 19:23,12/31/15 20:55,Club/Bar/Restaurant,10470,BRONX,BRONX,40.90262566,-73.85104794
12/31/15 19:23,1/1/16 1:10,Residential Building/House,10456,BRONX,BRONX,40.83498836,-73.91309606
12/31/15 19:24,12/31/15 20:08,Store/Commercial,11207,BROOKLYN,BROOKLYN,40.67962087,-73.88651437
12/31/15 19:24,12/31/15 23:22,Residential Building/House,10456,BRONX,BRONX,40.83498836,-73.91309606
12/31/15 19:25,12/31/15 20:08,Residential Building/House,11238,BROOKLYN,BROOKLYN,40.68304372,-73.97082762
12/31/15 19:25,12/31/15 20:46,Street/Sidewalk,10022,NEW YORK,MANHATTAN,40.76126333,-73.9688874
12/31/15 19:26,12/31/15 23:34,Residential Building/House,11206,BROOKLYN,BROOKLYN,40.70851459,-73.94634356
12/31/15 19:27,12/31/15 21:06,Residential Building/House,11237,BROOKLYN,BROOKLYN,40.70343569,-73.92479077
12/31/15 19:28,1/1/16 3:01,Store/Commercial,10467,BRONX,BRONX,40.87277286,-73.87774899
12/31/15 19:29,12/31/15 22:26,Residential Building/House,10459,BRONX,BRONX,40.82604532,-73.8987088
12/31/15 19:39,12/31/15 20:58,Store/Commercial,11208,BROOKLYN,BROOKLYN,40.68662207,-73.86783918
12/31/15 19:44,12/31/15 20:40,Residential Building/House,10458,BRONX,BRONX,40.85816685,-73.89583654
12/31/15 19:45,1/1/16 1:11,Residential Building/House,10452,BRONX,BRONX,40.8315271,-73.92886303
12/31/15 19:45,12/31/15 20:25,Residential Building/House,10033,NEW YORK,MANHATTAN,40.84452935,-73.93442959
12/31/15 19:46,12/31/15 23:22,Residential Building/House,11427,QUEENS VILLAGE,QUEENS,40.72317627,-73.75643623
12/31/15 19:48,12/31/15 22:14,Street/Sidewalk,10034,NEW YORK,MANHATTAN,40.86581794,-73.92644377
12/31/15 19:49,12/31/15 20:53,Residential Building/House,11101,LONG ISLAND CITY,QUEENS,40.75775252,-73.94587075
12/31/15 19:51,1/1/16 7:38,Residential Building/House,10306,STATEN ISLAND,STATEN ISLAND,40.58784182,-74.10035743
12/31/15 19:52,12/31/15 23:06,Residential Building/House,11104,SUNNYSIDE,QUEENS,40.74016181,-73.92671602
12/31/15 19:52,12/31/15 21:17,Street/Sidewalk,10027,NEW YORK,MANHATTAN,40.81210275,-73.94975698
12/31/15 19:52,12/31/15 21:42,Residential Building/House,10459,BRONX,BRONX,40.83057952,-73.88965723
12/31/15 19:55,12/31/15 22:19,Residential Building/House,10032,NEW YORK,MANHATTAN,40.84056451,-73.93668868
12/31/15 19:57,12/31/15 22:54,Street/Sidewalk,10027,NEW YORK,MANHATTAN,40.8130014,-73.94615095
12/31/15 19:59,12/31/15 20:07,Residential Building/House,11101,LONG ISLAND CITY,QUEENS,40.75775252,-73.94587075
12/31/15 20:02,12/31/15 22:34,Residential Building/House,10002,NEW YORK,MANHATTAN,40.72131647,-73.98334008
12/31/15 20:02,1/1/16 1:11,Residential Building/House,10456,BRONX,BRONX,40.83492955,-73.91521019
12/31/15 20:08,12/31/15 22:42,Residential Building/House,11420,SOUTH OZONE PARK,QUEENS,40.67042029,-73.81123175
12/31/15 20:09,12/31/15 21:45,Residential Building/House,11355,FLUSHING,QUEENS,40.75581407,-73.82420046
12/31/15 20:11,12/31/15 22:15,Residential Building/House,10034,NEW YORK,MANHATTAN,40.87129848,-73.91741643
12/31/15 20:12,12/31/15 20:29,Residential Building/House,10306,STATEN ISLAND,STATEN ISLAND,40.55387382,-74.13367953
12/31/15 20:14,12/31/15 21:58,Residential Building/House,11233,BROOKLYN,BROOKLYN,40.67752056,-73.91081365
12/31/15 20:14,12/31/15 22:33,Residential Building/House,11421,WOODHAVEN,QUEENS,40.69528981,-73.85618479
12/31/15 20:15,12/31/15 23:21,Residential Building/House,10456,BRONX,BRONX,40.833844,-73.90976211
12/31/15 20:16,12/31/15 20:28,Residential Building/House,11101,LONG ISLAND CITY,QUEENS,40.75775252,-73.94587075
12/31/15 20:20,1/1/16 0:32,Residential Building/House,11691,FAR ROCKAWAY,QUEENS,40.59599554,-73.74218707
12/31/15 20:23,12/31/15 21:27,Residential Building/House,11215,BROOKLYN,BROOKLYN,40.66831596,-73.97376111
12/31/15 20:24,1/1/16 1:40,Residential Building/House,10456,BRONX,BRONX,40.83085683,-73.90519141
12/31/15 20:25,12/31/15 21:14,Street/Sidewalk,11211,BROOKLYN,BROOKLYN,40.71198903,-73.9586013
12/31/15 20:25,1/1/16 15:46,Residential Building/House,10035,NEW YORK,MANHATTAN,40.79916755,-73.93001006
12/31/15 20:26,12/31/15 20:36,Residential Building/House,11412,SAINT ALBANS,QUEENS,40.70484893,-73.76952347
12/31/15 20:29,12/31/15 21:43,Residential Building/House,11228,BROOKLYN,BROOKLYN,40.62189481,-74.01923952
12/31/15 20:32,12/31/15 21:44,Residential Building/House,10025,NEW YORK,MANHATTAN,40.79420434,-73.97473356
12/31/15 20:32,12/31/15 21:25,Residential Building/House,11228,BROOKLYN,BROOKLYN,40.6083504,-74.0103291
12/31/15 20:33,12/31/15 20:55,Residential Building/House,10466,BRONX,BRONX,40.89948323,-73.8449671
12/31/15 20:34,12/31/15 21:25,Residential Building/House,11228,BROOKLYN,BROOKLYN,40.6083504,-74.0103291
12/31/15 20:34,12/31/15 21:08,Residential Building/House,10026,NEW YORK,MANHATTAN,40.8021282,-73.95590849
12/31/15 20:37,12/31/15 23:09,Residential Building/House,11377,WOODSIDE,QUEENS,40.73507059,-73.91897088
12/31/15 20:41,12/31/15 20:56,Residential Building/House,10011,NEW YORK,MANHATTAN,40.73915309,-74.00112587
12/31/15 20:42,12/31/15 22:24,Residential Building/House,10458,BRONX,BRONX,40.87343021,-73.8844082
12/31/15 20:45,12/31/15 21:24,Residential Building/House,11207,BROOKLYN,BROOKLYN,40.69232557,-73.90697865
12/31/15 20:45,12/31/15 22:34,Residential Building/House,10002,NEW YORK,MANHATTAN,40.71872855,-73.9862267
12/31/15 20:45,1/1/16 7:39,Residential Building/House,10304,STATEN ISLAND,STATEN ISLAND,40.59298942,-74.09586432
12/31/15 20:49,12/31/15 22:14,Residential Building/House,10032,NEW YORK,MANHATTAN,40.83941156,-73.94156146
12/31/15 20:49,12/31/15 22:15,Residential Building/House,10040,NEW YORK,MANHATTAN,40.85844745,-73.92927889
12/31/15 20:50,12/31/15 22:17,Residential Building/House,10040,NEW YORK,MANHATTAN,40.85405749,-73.93186814
12/31/15 20:56,12/31/15 22:20,Residential Building/House,10453,BRONX,BRONX,40.85438127,-73.90800274
12/31/15 20:57,12/31/15 22:17,Residential Building/House,10033,NEW YORK,MANHATTAN,40.85082304,-73.92989787
12/31/15 20:59,1/1/16 7:42,Residential Building/House,10460,BRONX,BRONX,40.8413145,-73.87149656
12/31/15 21:00,1/1/16 0:20,Residential Building/House,11101,LONG ISLAND CITY,QUEENS,40.7559039,-73.9429594
12/31/15 21:03,1/1/16 3:00,Residential Building/House,10458,BRONX,BRONX,40.86440035,-73.89314779
12/31/15 21:04,12/31/15 21:29,Residential Building/House,11212,BROOKLYN,BROOKLYN,40.66667426,-73.92374362
12/31/15 21:07,12/31/15 21:44,Residential Building/House,11207,BROOKLYN,BROOKLYN,40.6821633,-73.89305401
12/31/15 21:08,12/31/15 23:22,Residential Building/House,11427,QUEENS VILLAGE,QUEENS,40.72373134,-73.75934565
12/31/15 21:10,12/31/15 21:29,Residential Building/House,11212,BROOKLYN,BROOKLYN,40.66667426,-73.92374362
12/31/15 21:10,12/31/15 21:29,Residential Building/House,11212,BROOKLYN,BROOKLYN,40.66667426,-73.92374362
12/31/15 21:15,1/1/16 3:58,Residential Building/House,11207,BROOKLYN,BROOKLYN,40.67922459,-73.88826723
12/31/15 21:16,12/31/15 21:34,Residential Building/House,11101,LONG ISLAND CITY,QUEENS,40.75775252,-73.94587075
12/31/15 21:19,12/31/15 23:18,Residential Building/House,10025,NEW YORK,MANHATTAN,40.79005561,-73.96883422
12/31/15 21:21,12/31/15 21:29,Residential Building/House,11212,BROOKLYN,BROOKLYN,40.66667426,-73.92374362
12/31/15 21:21,12/31/15 23:08,Residential Building/House,10011,NEW YORK,MANHATTAN,40.73915309,-74.00112587
12/31/15 21:22,12/31/15 21:29,Residential Building/House,11212,BROOKLYN,BROOKLYN,40.66667426,-73.92374362
12/31/15 21:23,12/31/15 23:48,Residential Building/House,11211,BROOKLYN,BROOKLYN,40.71120963,-73.95892282
12/31/15 21:23,12/31/15 21:28,Residential Building/House,11212,BROOKLYN,BROOKLYN,40.66667426,-73.92374362
12/31/15 21:28,12/31/15 23:24,Residential Building/House,10452,BRONX,BRONX,40.83102506,-73.92925022
12/31/15 21:28,12/31/15 23:21,Residential Building/House,10302,STATEN ISLAND,STATEN ISLAND,40.63288211,-74.13203277
12/31/15 21:30,12/31/15 22:03,Residential Building/House,11228,BROOKLYN,BROOKLYN,40.6083504,-74.0103291
12/31/15 21:32,12/31/15 22:24,Residential Building/House,10457,BRONX,BRONX,40.85123191,-73.885242
12/31/15 21:32,12/31/15 23:15,Residential Building/House,10029,NEW YORK,MANHATTAN,40.79097908,-73.9432941
12/31/15 21:33,1/1/16 1:22,Residential Building/House,11236,BROOKLYN,BROOKLYN,40.65030286,-73.89408891
12/31/15 21:33,12/31/15 22:41,Residential Building/House,11225,BROOKLYN,BROOKLYN,40.66452736,-73.96118998
12/31/15 21:34,1/1/16 0:32,Residential Building/House,11691,FAR ROCKAWAY,QUEENS,40.60214948,-73.75605307
12/31/15 21:35,12/31/15 22:39,Residential Building/House,11201,BROOKLYN,BROOKLYN,40.69759726,-73.9935519
12/31/15 21:35,1/1/16 8:45,Residential Building/House,11207,BROOKLYN,BROOKLYN,40.6555166,-73.88415147
12/31/15 21:36,1/1/16 4:12,Residential Building/House,10452,BRONX,BRONX,40.83757377,-73.92054819
12/31/15 21:38,12/31/15 22:57,Residential Building/House,10032,NEW YORK,MANHATTAN,40.83889386,-73.93829849
12/31/15 21:38,12/31/15 22:41,Store/Commercial,11414,HOWARD BEACH,QUEENS,40.64941051,-73.83547218
12/31/15 21:39,1/1/16 15:46,Residential Building/House,10026,NEW YORK,MANHATTAN,40.80103592,-73.94951611
12/31/15 21:40,12/31/15 22:15,Residential Building/House,11215,BROOKLYN,BROOKLYN,40.67419594,-73.97685193
12/31/15 21:40,12/31/15 22:33,Residential Building/House,11421,WOODHAVEN,QUEENS,40.68612726,-73.86251814
12/31/15 21:43,12/31/15 22:24,Residential Building/House,11207,BROOKLYN,BROOKLYN,40.68243414,-73.90788662
12/31/15 21:44,12/31/15 23:53,Club/Bar/Restaurant,11223,BROOKLYN,BROOKLYN,40.60634631,-73.96181083
12/31/15 21:44,1/1/16 0:14,Residential Building/House,11103,ASTORIA,QUEENS,40.76708186,-73.91792833
12/31/15 21:44,12/31/15 23:08,Residential Building/House,10011,NEW YORK,MANHATTAN,40.73915309,-74.00112587
12/31/15 21:44,12/31/15 23:24,House of Worship,11369,EAST ELMHURST,QUEENS,40.75873427,-73.86009782
12/31/15 21:45,1/1/16 0:20,Residential Building/House,11101,LONG ISLAND CITY,QUEENS,40.75775252,-73.94587075
12/31/15 21:49,12/31/15 23:25,Residential Building/House,11372,JACKSON HEIGHTS,QUEENS,40.75364365,-73.8857855
12/31/15 21:51,12/31/15 22:50,Residential Building/House,10457,BRONX,BRONX,40.84750182,-73.90316889
12/31/15 21:52,1/1/16 2:42,Residential Building/House,11435,JAMAICA,QUEENS,40.71050417,-73.81580016
12/31/15 21:53,1/1/16 1:17,Residential Building/House,10459,BRONX,BRONX,40.82942148,-73.88989402
12/31/15 21:54,12/31/15 23:05,Residential Building/House,10473,BRONX,BRONX,40.81971444,-73.87992391
12/31/15 21:57,1/1/16 3:00,Residential Building/House,10458,BRONX,BRONX,40.86388663,-73.88974296
12/31/15 21:58,12/31/15 22:51,Residential Building/House,11216,BROOKLYN,BROOKLYN,40.69046225,-73.94632924
12/31/15 21:58,1/1/16 5:14,Residential Building/House,11385,RIDGEWOOD,QUEENS,40.71137248,-73.90154868
12/31/15 21:59,12/31/15 22:57,Residential Building/House,10032,NEW YORK,MANHATTAN,40.83567294,-73.94093233
12/31/15 22:01,1/1/16 3:01,Residential Building/House,10467,BRONX,BRONX,40.87922802,-73.87235264
12/31/15 22:01,12/31/15 22:35,Residential Building/House,10304,STATEN ISLAND,STATEN ISLAND,40.61604593,-74.08134208
12/31/15 22:04,1/1/16 2:42,Residential Building/House,11367,FLUSHING,QUEENS,40.73790809,-73.81421604
12/31/15 22:09,12/31/15 23:18,Residential Building/House,11206,BROOKLYN,BROOKLYN,40.70116923,-73.94004889
12/31/15 22:09,12/31/15 23:22,Residential Building/House,10456,BRONX,BRONX,40.83492955,-73.91521019
12/31/15 22:10,12/31/15 22:17,Residential Building/House,10034,NEW YORK,MANHATTAN,40.86821952,-73.91824099
12/31/15 22:10,12/31/15 22:25,Club/Bar/Restaurant,10017,NEW YORK,MANHATTAN,40.75246678,-73.97026304
12/31/15 22:12,1/1/16 0:19,Residential Building/House,11366,FRESH MEADOWS,QUEENS,40.72583573,-73.81029548
12/31/15 22:12,1/1/16 1:13,Residential Building/House,10025,NEW YORK,MANHATTAN,40.79478336,-73.97419882
12/31/15 22:12,12/31/15 22:18,Residential Building/House,10040,NEW YORK,MANHATTAN,40.85744645,-73.93534591
12/31/15 22:13,12/31/15 22:24,Club/Bar/Restaurant,10017,NEW YORK,MANHATTAN,40.75246678,-73.97026304
12/31/15 22:14,12/31/15 22:24,Club/Bar/Restaurant,10017,NEW YORK,MANHATTAN,40.75246678,-73.97026304
12/31/15 22:15,12/31/15 22:57,Residential Building/House,11228,BROOKLYN,BROOKLYN,40.6083504,-74.0103291
12/31/15 22:17,12/31/15 23:15,Residential Building/House,11414,HOWARD BEACH,QUEENS,40.66147516,-73.85699298
12/31/15 22:18,12/31/15 23:02,Residential Building/House,10456,BRONX,BRONX,40.83103171,-73.90424441
12/31/15 22:18,12/31/15 22:24,Club/Bar/Restaurant,10017,NEW YORK,MANHATTAN,40.75246678,-73.97026304
12/31/15 22:19,1/1/16 5:02,Residential Building/House,10460,BRONX,BRONX,40.83668369,-73.86624371
12/31/15 22:20,1/1/16 1:23,Store/Commercial,11105,ASTORIA,QUEENS,40.77152699,-73.90883204
12/31/15 22:20,12/31/15 23:15,Residential Building/House,11210,BROOKLYN,BROOKLYN,40.61390612,-73.94929385
12/31/15 22:21,12/31/15 22:25,Club/Bar/Restaurant,10017,NEW YORK,MANHATTAN,40.75246678,-73.97026304
12/31/15 22:21,1/1/16 1:07,Residential Building/House,11226,BROOKLYN,BROOKLYN,40.65391056,-73.95380443
12/31/15 22:22,12/31/15 23:06,Residential Building/House,11104,SUNNYSIDE,QUEENS,40.74070533,-73.92680203
12/31/15 22:22,12/31/15 22:34,Residential Building/House,10002,NEW YORK,MANHATTAN,40.71872855,-73.9862267
12/31/15 22:23,1/1/16 3:06,Residential Building/House,10304,STATEN ISLAND,STATEN ISLAND,40.62222627,-74.08265723
12/31/15 22:24,12/31/15 22:31,Club/Bar/Restaurant,10017,NEW YORK,MANHATTAN,40.75246678,-73.97026304
12/31/15 22:26,1/1/16 0:49,Store/Commercial,10003,NEW YORK,MANHATTAN,40.72873339,-73.98801059
12/31/15 22:27,12/31/15 23:18,Residential Building/House,11217,BROOKLYN,BROOKLYN,40.68094544,-73.97737959
12/31/15 22:28,12/31/15 22:56,Residential Building/House,10027,NEW YORK,MANHATTAN,40.80924716,-73.95373274
12/31/15 22:30,12/31/15 23:27,Residential Building/House,11694,ROCKAWAY PARK,QUEENS,40.57771454,-73.84000462
12/31/15 22:30,1/1/16 7:39,Club/Bar/Restaurant,10308,STATEN ISLAND,STATEN ISLAND,40.54154749,-74.1466613
12/31/15 22:32,12/31/15 23:34,Residential Building/House,11206,BROOKLYN,BROOKLYN,40.70850913,-73.94640849
12/31/15 22:37,12/31/15 23:06,Residential Building/House,11233,BROOKLYN,BROOKLYN,40.67619832,-73.92326766
12/31/15 22:37,12/31/15 22:51,Residential Building/House,10002,NEW YORK,MANHATTAN,40.71805098,-73.98996413
12/31/15 22:37,1/1/16 8:14,Residential Building/House,10040,NEW YORK,MANHATTAN,40.85744645,-73.93534591
12/31/15 22:37,12/31/15 22:49,Club/Bar/Restaurant,11205,BROOKLYN,BROOKLYN,40.69471209,-73.95490489
12/31/15 22:38,12/31/15 23:17,Club/Bar/Restaurant,10017,NEW YORK,MANHATTAN,40.75246678,-73.97026304
12/31/15 22:39,1/1/16 8:14,Residential Building/House,10033,NEW YORK,MANHATTAN,40.85227176,-73.92909749
12/31/15 22:39,12/31/15 22:50,Residential Building/House,11236,BROOKLYN,BROOKLYN,40.64561452,-73.90990136
12/31/15 22:40,12/31/15 23:18,Residential Building/House,11694,ROCKAWAY PARK,QUEENS,40.57625167,-73.84407947
12/31/15 22:41,12/31/15 23:17,Residential Building/House,11225,BROOKLYN,BROOKLYN,40.66111726,-73.95811024
12/31/15 22:41,12/31/15 23:17,Club/Bar/Restaurant,10017,NEW YORK,MANHATTAN,40.75246678,-73.97026304
12/31/15 22:42,1/1/16 0:54,Residential Building/House,10040,NEW YORK,MANHATTAN,40.86146109,-73.92921784
12/31/15 22:42,12/31/15 23:23,Residential Building/House,10454,BRONX,BRONX,40.81108117,-73.91969837
12/31/15 22:43,12/31/15 23:05,Store/Commercial,11216,BROOKLYN,BROOKLYN,40.68186975,-73.94937197
12/31/15 22:43,1/1/16 1:53,Residential Building/House,10033,NEW YORK,MANHATTAN,40.84441389,-73.9341008
12/31/15 22:44,12/31/15 23:05,Street/Sidewalk,11216,BROOKLYN,BROOKLYN,40.68186975,-73.94937197
12/31/15 22:44,12/31/15 23:19,Residential Building/House,11363,LITTLE NECK,QUEENS,40.77404785,-73.73898847
12/31/15 22:44,12/31/15 23:03,Residential Building/House,10002,NEW YORK,MANHATTAN,40.71047784,-73.98657107
12/31/15 22:45,12/31/15 23:06,Store/Commercial,11216,BROOKLYN,BROOKLYN,40.68186975,-73.94937197
12/31/15 22:45,12/31/15 22:52,Club/Bar/Restaurant,11205,BROOKLYN,BROOKLYN,40.69471209,-73.95490489
12/31/15 22:45,12/31/15 23:08,Store/Commercial,11216,BROOKLYN,BROOKLYN,40.68186975,-73.94937197
12/31/15 22:46,12/31/15 23:08,Street/Sidewalk,11216,BROOKLYN,BROOKLYN,40.68186975,-73.94937197
12/31/15 22:47,12/31/15 23:08,Store/Commercial,11216,BROOKLYN,BROOKLYN,40.68186975,-73.94937197
12/31/15 22:47,12/31/15 23:08,Store/Commercial,11216,BROOKLYN,BROOKLYN,40.68186975,-73.94937197
12/31/15 22:48,1/1/16 0:01,Store/Commercial,11105,ASTORIA,QUEENS,40.77152699,-73.90883204
12/31/15 22:48,1/1/16 1:07,Residential Building/House,11208,BROOKLYN,BROOKLYN,40.68183731,-73.88516936
12/31/15 22:48,12/31/15 23:08,Store/Commercial,11216,BROOKLYN,BROOKLYN,40.68186975,-73.94937197
12/31/15 22:48,1/1/16 3:02,Residential Building/House,10458,BRONX,BRONX,40.87093806,-73.88444146
12/31/15 22:49,1/1/16 0:32,Residential Building/House,11692,ARVERNE,QUEENS,40.58965471,-73.78617013
12/31/15 22:53,12/31/15 23:03,Residential Building/House,11221,BROOKLYN,BROOKLYN,40.69528435,-73.925752
12/31/15 22:53,1/1/16 3:02,Residential Building/House,10458,BRONX,BRONX,40.86934647,-73.88205429
12/31/15 22:56,1/1/16 0:47,Club/Bar/Restaurant,11375,FOREST HILLS,QUEENS,40.71021523,-73.84925599
12/31/15 22:56,12/31/15 23:08,Residential Building/House,10012,NEW YORK,MANHATTAN,40.72766081,-73.99931088
12/31/15 22:57,12/31/15 23:08,Store/Commercial,11216,BROOKLYN,BROOKLYN,40.68186975,-73.94937197
12/31/15 22:57,1/1/16 7:43,Residential Building/House,10467,BRONX,BRONX,40.86782234,-73.86385989
12/31/15 22:59,1/1/16 4:29,Residential Building/House,10473,BRONX,BRONX,40.81824703,-73.8612625
12/31/15 22:59,12/31/15 23:29,Residential Building/House,11201,BROOKLYN,BROOKLYN,40.6959878,-73.98335001
12/31/15 23:00,1/1/16 8:26,Residential Building/House,11416,OZONE PARK,QUEENS,40.68667348,-73.84320469
12/31/15 23:00,1/1/16 6:03,Residential Building/House,11416,OZONE PARK,QUEENS,40.68966427,-73.83850278
12/31/15 23:03,1/1/16 4:12,Residential Building/House,10451,BRONX,BRONX,40.82599007,-73.92311299
12/31/15 23:03,12/31/15 23:17,Club/Bar/Restaurant,10017,NEW YORK,MANHATTAN,40.75246678,-73.97026304
